#'chr'	'start'	'end'	'D1535_D1480C05_cutran_zygotes_H3K27me3_1'	'D1535_D1480C06_cutran_zygotes_H3K27me3_2'	'L548_Zygote_4_rH3K27me3'	'L548_Zygote_5_rH3K27me3'	'SRR22286430_FGO_H3K27Ac_1'	'SRR22286444_FGO_H3K27Ac_2'	'L548_Zygote_4_rH3K27me3_pA_Cell1'	'L548_Zygote_4_rH3K27me3_pA_Cell2'	'L548_Zygote_4_rH3K27me3_pA_Cell3'	'L548_Zygote_4_rH3K27me3_pA_Cell4'	'L548_Zygote_5_rH3K27me3_pA_Cell1'	'L548_Zygote_5_rH3K27me3_pA_Cell3'	'L548_Zygote_5_rH3K27me3_pA_Cell4'	'L548_Zygote_5_rH3K27me3_pA_Cell5'	'L548_Zygote_5_rH3K27me3_pA_Cell6'	'L548_Zygote_5_rH3K27me3_pA_Cell7'	'L548_Zygote_5_rH3K27me3_pA_Cell8'
chr15	79000000	79500000	0.029399431616592406	0.03703972593450546	0.24041806225742038	0.21558614185217498	0.06784401688063772	0.07376267069988941	0.1924704120286824	0.0	0.6020417667388916	0.0	0.2565457166770764	0.22830438100932582	0.24864756804934335	0.0	0.19352236561935826	0.07857556947695102	0.539265291595459
chr15	79500000	80000000	0.029851860272216795	0.026110731426239014	0.10291207089069491	0.196508706243955	0.06772895780964902	0.08639850125462176	0.31630429938207305	0.014581501953125	0.1483291187286377	0.09393200073242187	0.05227237625161035	0.29917405299851424	0.12686876984128165	0.0	0.27929334375	0.0920364923185665	0.18537245330810548
chr15	80000000	80500000	0.020219257037353517	0.023908906435966493	0.10049009918290941	0.0630728509252971	0.060819077053572	0.06629371188290148	0.16467817479870747	0.0	0.16577962741851807	0.05635919952392578	0.107526890625	0.11462155560100787	0.026822603515625	0.0	0.05093499544174667	0.02500417578125	0.09268622436523437
chr15	80500000	81000000	0.01868405368461609	0.02572567949819565	0.09295638582460838	0.056530388090268134	0.08658390560862891	0.09801780221704691	0.10043377857336641	0.0	0.25303201484680177	0.0	0.0	0.06442887109375	0.04577914835720403	0.0	0.007521762370753324	0.0	0.2106505126953125
chr15	81000000	81500000	0.00676391712474823	0.014147446597874164	0.08140639933164162	0.09100920163006897	0.09273156912392064	0.09968175644012818	0.09667525267663359	0.10077421521549387	0.11342814998626709	0.08453879928588867	0.0	0.0708717578125	0.07760484578342096	0.0	0.0	0.2542090390625	0.1348163215637207
chr15	81500000	82000000	0.008109449233055115	0.01442283790487051	0.07546386181640626	0.1050331509110418	0.0826343755683899	0.09649886855150705	0.026914753110829588	0.1264093245292858	0.11342814826965332	0.06575240097045898	0.173237765625	0.0966433046875	0.09634695434579606	0.0	0.025669524146561627	0.17736628565008988	0.0
chr15	82000000	82500000	0.031176907287597658	0.03723098291802406	0.17550555131199047	0.15980215513764892	0.05925451436640087	0.08036240138644483	0.2921346643271355	0.0624968033084167	0.10470290966033935	0.25361640090942383	0.09718018693735395	0.14125402226424472	0.09141126831045394	0.0	0.37011519852699815	0.11851632372491012	0.11796427841186523
chr15	82500000	83000000	0.04538488269577026	0.05060873848104477	0.4342450682307485	0.19954346955251073	0.03882846793541155	0.048179925405157614	0.3545069384804231	0.19165532891586348	0.19195535526275634	0.8735674797058105	0.1949875014247071	0.22332886602365587	0.1180194609375	0.0	0.1783988495702676	0.2506808506918439	0.2696326469421387
chr15	83000000	83500000	0.014434519425964356	0.020433225486278534	0.09060205965647977	0.13815423470403215	0.08198501481457761	0.09015386954985469	0.1477312222066119	0.14566922256219017	0.06980193920135498	0.10332520065307617	0.012491809684813903	0.2634980705452688	0.07510330078125	0.0	0.02986958595929755	0.24468578101127175	0.15166836853027343
chr15	83500000	84000000	0.056051217378997806	0.06013807505750656	0.12833508719551107	0.36239233686690053	0.04360432276635421	0.05535448070048138	0.3350853125	0.05832603125	0.03490098857879639	0.05635919952392578	0.286738373046875	0.31580179507308065	0.30629633800512107	0.0	0.09742796875	0.45902395528291645	0.8173236369132996
chr15	84000000	84500000	0.020230393452835085	0.027168854734182356	0.10766208807045236	0.26334163365177643	0.05861656462358173	0.07481019434669219	0.0	0.04725598856291082	0.2530320762634277	0.17847080001831056	0.33239353432955804	0.28026556640625	0.10923137939546061	0.0	0.1558847109375	0.4316727159016439	0.0
chr15	84500000	85000000	0.035931546646881106	0.038913729377746585	0.15387017824966157	0.31634109652715126	0.05188476060214796	0.06090918804131933	0.0847426609177583	0.29363232790558463	0.20940583820343017	0.0	0.23956728192559903	0.24051126321323882	0.3945148314275433	0.0	0.38208764996204664	0.526755411956074	0.1516683967590332
chr15	85000000	85500000	0.11034234540901185	0.105734839376688	0.4058895948314618	0.7085433845942929	0.041506253844662715	0.04862486442375183	0.09462943333850089	0.2002862892267589	0.6221098561286926	0.7326694831848145	0.8427291336789617	0.5260390187733396	0.8999283819262704	0.0	0.653421110331528	0.6063647326617736	1.3313112037658692
chr15	85500000	86000000	0.06484252418479919	0.059469401103019716	0.2641337030201007	0.4598000891443759	0.047314707181980734	0.04984218789872778	0.3462519135562408	0.05666729664849559	0.4074688406944275	0.39451440124511716	0.43473919869880767	0.3812582470160416	0.5216692977612296	0.0	0.48020213845550225	0.31209263513893054	0.5392652999877929
chr15	86000000	86500000	0.02790488394165039	0.02961519374549389	0.141057552734375	0.18728666862240798	0.053221607386639246	0.05783773875611087	0.06248329243857065	0.16039659375	0.15705438632965088	0.21604360122680663	0.3087433668752087	0.24939640062339383	0.31114215625	1.2048203704833984	0.20551596062592317	0.06087241344929598	0.0
chr15	86500000	87000000	0.1246962549320221	0.11453734126865864	0.3770688402383712	0.5748684802057447	0.024636883143500276	0.02924233994986063	0.4005178804483422	0.028924203416343452	0.6456680124282836	0.3005824005126953	0.9362555506264082	0.4793286092545374	0.39446888028169014	0.0	0.31126732689407927	0.7046635947470415	0.6488036056518555
chr15	87000000	87500000	0.17908860425720216	0.15214249992370604	0.6007471795801032	0.9370768348986974	0.010026275978590312	0.011499660652976437	1.1116855176609373	0.41522581692824756	0.4624378740310669	0.46026680297851563	0.6624801420997455	0.8868706057887288	0.5130933895484393	0.0	0.8196940118989003	1.4619846414769324	0.9605661684036255
chr15	87500000	88000000	0.1380999504058838	0.11895709224891662	0.6404274879940257	0.6740424462736403	0.026024935994072962	0.032814210331813407	1.2104983423910938	0.20605096256971497	0.5845911211013793	0.4790532024383545	0.4700707160769423	0.6697093024928225	0.8627294450136206	0.0	0.5577894971445203	0.9442156009914244	0.4128748374938965
chr15	88000000	88500000	0.08315572454528809	0.07488468999958038	0.16259017801285766	0.21487774903114867	0.04212492703919662	0.05744303779179217	0.3136696997991919	0.042420728023194056	0.20940585441589354	0.10332520065307617	0.20770239446784639	0.1883152243163749	0.1514471140946184	0.0	0.04687030509908911	0.2605312291908516	0.30333671569824217
chr15	88500000	89000000	0.050308682407760624	0.04959874854707718	0.2742964333152673	0.3781079870401674	0.06370494807885822	0.0754467023746996	0.15460602403398963	0.0	0.4188117120742798	0.497839079284668	0.8938726890334224	0.3779188610451634	0.09775903424697255	0.0	0.3713709463421139	0.26046878479815755	0.32861476745605467
chr15	89000000	89500000	0.020615865909194946	0.030539324631214143	0.08619774401699369	0.17313084203798623	0.05746961993418242	0.0709219992256624	0.11584425517159523	0.0021024828363261886	0.20940586795806884	0.06575240097045898	0.0854241330547051	0.1701745871433806	0.16734974668407404	0.0	0.2758607782073178	0.278776257016739	0.0
chr15	89500000	90000000	0.045051904689025875	0.04275554665660858	0.14497987024081882	0.1567088181517935	0.05075428862461291	0.08116313074691037	0.05382135524377955	0.03435131013242382	0.4013612247467041	0.15029120025634765	0.2789724489765449	0.17942597603610363	0.10916705223996002	0.0	0.21491819950468263	0.1259472044075794	0.28648441028594973
chr15	90000000	90500000	0.03383777371635437	0.037478034632921216	0.01567306640625	0.0806602584978632	0.08654138140437477	0.1262681080044666	0.0	0.0	0.06980193920135498	0.0	0.0	0.14474453681637486	0.0	0.0	0.26737536980961757	0.04325916002752397	0.0
chr15	90500000	91000000	0.03683701936378479	0.038044087703466414	0.040328185863446095	0.06593099849580872	0.07491285099516418	0.11032269253255086	0.19525520394736842	0.0	0.0	0.0	0.06782007870785697	0.06827638425805091	0.0	0.0	0.14302229423557256	0.0	0.24351197872161864
chr15	91000000	91500000	0.06723875825958252	0.059735053644657136	0.09090515944880415	0.09167629898647904	0.04351299544038271	0.055214500066596346	0.1902066470422593	0.07300985717012659	0.061076708030700685	0.0	0.03970678066714304	0.14730675957175554	0.018363320984606964	0.0	0.22658884727351059	0.1202117694072049	0.13565891056060791
chr15	91500000	92000000	0.08087709741096497	0.07148776546621323	0.17243220351587474	0.2276478913810373	0.04917178050884448	0.06593842106007956	0.17958395369787225	0.03635146704862341	0.2443068250656128	0.17847061767578126	0.107526921875	0.18678784537624477	0.14793679620289302	0.0	0.5714269235905959	0.18817293371779506	0.0
chr15	92000000	92500000	0.02385818347206116	0.029993752640485764	0.007836529296875	0.057969787449526376	0.07483226284890425	0.08892424797508515	0.0	0.0	0.03490098857879639	0.0	0.0	0.10208755832772848	0.0066112015845070414	0.0	0.0	0.0	0.2864846939086914
chr15	92500000	93000000	0.021673171110153197	0.025844168077468872	0.074447037109375	0.05314774437269973	0.07049284637119896	0.08549458518577484	0.0	0.0	0.13960387840270996	0.2066504005432129	0.0	0.0820645191654704	0.07385661091549296	0.0	0.04463810855951501	0.07542696859552876	0.0
chr15	93000000	93500000	0.015097719933509827	0.018633649309813975	0.0176321953125	0.09914004277760634	0.06819429828382795	0.08321247313111088	0.0	0.0	0.07852718868255615	0.0	0.16010336606677167	0.15671237061064486	0.04937523448503521	0.0	0.11774180550298498	0.049593836091971245	0.03370409469604492
chr15	93500000	94000000	0.06442430875415801	0.0582807911105752	0.2037498525390625	0.2834881764434453	0.051442702087000795	0.05933130061230027	0.5644581088384621	0.04270473904099072	0.08725242900848389	0.05635919952392578	0.260747744628458	0.12355315087373012	0.44771783961029693	0.0	0.7440158829753406	0.229204876953125	0.06740816497802735
chr15	94000000	94500000	0.10552753753204346	0.1077256156015396	0.43679476537274214	0.430904107773421	0.026144016593104915	0.02659661468418535	0.3596797438473762	0.0942744227799802	0.802722360420227	0.4790532028198242	0.44995488389101357	0.36309076375155597	0.5060721212171678	0.0	0.596767029171539	0.2765689029826992	0.598247208404541
chr15	94500000	95000000	0.0481969109500885	0.050839487473011015	0.08629358618975783	0.19765475901089585	0.05010337758513501	0.06143209757356759	0.11396957700166169	0.11819716630402909	0.07852718868255615	0.09393200073242187	0.3000421909606317	0.26186928702969403	0.0	0.0	0.1076456425406204	0.17350600326730078	0.2780586738586426
chr15	95000000	95500000	0.104925739345932	0.09478377883005142	0.2563018897396	0.35076324767880507	0.03215655195293928	0.03816553903756658	0.35998939556163284	0.0656167890625	0.40136116542816164	0.19725720138549804	0.29228233678407695	0.3456526677046107	0.13106113739977873	0.0	0.3325128065428566	0.5249076181857119	0.539265259552002
chr15	95500000	96000000	0.06704530904655455	0.0679688044500351	0.20246362752944674	0.2500489300679628	0.05297007408029155	0.05167409648612608	0.1262128114696172	0.0	0.6456679718017578	0.08453880081176758	0.19158858899717307	0.19879086252961373	0.3839327727564713	0.0	0.44041542783214344	0.2122208097686676	0.04213010406494141
chr15	96000000	96500000	0.020781451018905637	0.024359595935344695	0.06937946984863282	0.07269128842922153	0.08070016377900777	0.08528586095088361	0.10895616248498179	0.15532904126875663	0.0	0.04696599960327148	0.024633162515386383	0.055496262705233404	0.11936823623072895	0.0	0.14539512579496963	0.09138731069315459	0.0
chr15	96500000	97000000	0.16404646098251344	0.1429081297659874	0.5568590243225877	0.6533035215311929	0.019645792528252853	0.021329743733233715	0.637044615710507	0.2966977868562434	1.038303953742981	0.37572800064086914	0.36859714260958226	0.5225277450287228	0.43726842178875613	0.0	0.7082566591298416	0.9565780393527188	0.7920459030151367
chr15	97000000	97500000	0.11520799963378907	0.11392758836722373	0.5003639229236808	0.6364994435165585	0.0353625995106948	0.036103786678452085	0.24611455774201127	0.21872265625	1.0819301772117615	0.4133008010864258	0.9508554136250312	0.5724461638592194	0.7040255060430148	0.0	0.5435155910676186	0.8519719017937387	0.28648466644287107
chr15	97500000	98000000	0.08563812241897582	0.08506609195446968	0.3091133048938644	0.42008750170740083	0.044543981201171874	0.05331705282730654	0.3917118054971514	0.09576054680964224	0.19195533409118654	0.5354124008178711	0.19713260546875	0.40152547700419616	0.4053429314659069	0.0	0.5832244051985885	0.3701610440008988	0.7246374580383301
chr15	98000000	98500000	0.021690892775535583	0.032900916368842126	0.047019169921875	0.09478379559246995	0.0665005223918714	0.08907440572347985	0.028787397627848616	0.02089153522160776	0.09597766933441162	0.12211160049438477	0.03577747908397573	0.13698841431158146	0.05064131853409307	0.0	0.06559471880898161	0.022444811361359722	0.2696326530456543
chr15	98500000	99000000	0.009409047506904602	0.01891718404996395	0.035264390625	0.08690782555088618	0.08730787334813571	0.10920410814620787	0.0	0.0656167890625	0.0	0.08453880081176758	0.012012235759774262	0.13459483719608295	0.0965613515625	0.0	0.0584567578125	0.045840982421875	0.17694622230529786
chr15	99000000	99500000	0.013019856248474121	0.019549638768911363	0.11145165834673713	0.09139673044351664	0.08124653529468336	0.10466049868599767	0.03404322947833502	0.19752970309318565	0.06980193920135498	0.05635919952392578	0.04608678500662397	0.05401531601600145	0.12194633688172107	0.0	0.12852879425993455	0.07917987109375	0.2527802845001221
chr15	99500000	100000000	0.012734173136329652	0.021594333537578583	0.14519470786420038	0.08041019056124185	0.08015758482170104	0.09369025937652589	0.031659770521664986	0.23262483596931435	0.16577965641021727	0.2724028007507324	0.07936117983712604	0.08372443813870262	0.13243442762136587	0.0	0.06632711589631544	0.04584097729492188	0.05898212432861328
chr15	100000000	100500000	0.009427434838294982	0.012258106293141842	0.04223032141987442	0.03896950374763777	0.08774380247979414	0.10038985539640863	0.0	0.0	0.052351479148864746	0.15968440017700194	0.0	0.08461227922723258	0.013845241356288066	0.0	0.014551038897095026	0.043678619099666714	0.0
chr15	100500000	101000000	0.012634470676803589	0.01831464682394266	0.028298443228563078	0.270280804922759	0.07102063932182914	0.08138324035364174	0.045811814614661654	0.02801544101150988	0.0	0.08453880081176758	0.0657108671875	0.32653509315772566	0.0804678125	0.0	0.01962631279747251	0.7239697622043981	0.15166835784912108
chr15	101000000	101500000	0.042558989625549305	0.03945170785188675	0.1366100476442615	0.3454026477856321	0.0546183626370179	0.06624776465280371	0.172034814683697	0.0011475707072401183	0.2704825761795044	0.06575240097045898	0.16950337358686526	0.37327861641955107	0.48174184647114104	0.0	0.3655229491091211	0.4120743176899996	0.219076513671875
chr15	101500000	102000000	0.04435294434318543	0.05273926373291016	0.1944833625119885	0.25164886079233756	0.06368417964824877	0.08931549115174076	0.4194724878891413	0.0437445234375	0.2443067880630493	0.0	0.36813084906938476	0.3138097279854642	0.18345862227885898	0.0	0.32126657029006134	0.20065507719349163	0.07583418426513672
chr15	102000000	102500000	0.008708738033485413	0.015889924711704254	0.0	0.10483070990682172	0.09383404668125353	0.11533138980580526	0.0	0.0	0.0	0.0	0.0	0.2224472406622681	0.04828062890625	0.0	0.0607401616795144	0.0031860714686938285	0.1432423484802246
chr15	102500000	103000000	0.02468554117069244	0.04163057234144211	0.13519081816300102	0.10624502317766167	0.07802550588095815	0.09712810200371799	0.1890765737127936	0.12452733717964325	0.16577962741851807	0.03757279968261719	0.0	0.15476687912082399	0.08765792854848686	0.0	0.185000612336903	0.18678216042540444	0.0
chr15	103000000	103500000	0.01654673086357117	0.025134767612338065	0.07443637910262398	0.06720888795515083	0.09281578855885958	0.11718171763298312	0.0014621606622064183	0.028578600320356765	0.2966582483291626	0.0	0.0	0.003712989308946354	0.051819587076513136	0.0	0.13747577676483258	0.07992891769959556	0.16009438858032227
chr15	103500000	104000000	0.040550913485145154	0.04537328601530928	0.0587739765625	0.047382537109375	0.03371227109487433	0.04163456643495215	0.0722733046875	0.0656167890625	0.08725242900848389	0.0	0.0	0.05798598828125	0.04437019902760686	0.0	0.025980798828125	0.0	0.1853724681854248
chr15	104000000	104043685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	0	500000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	500000	1000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	1000000	1500000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	1500000	2000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	2000000	2500000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3	2500000	3000000	0.003171569305419922	0.001444700546681881	0.0	0.004820431561310279	0.0002003888376135575	0.0034550982329586903	0.04208333000227695	0.008137554261464234	0.0	0.0	0.03479390527694181	0.001490165359982332	0.0	0.0	0.0	0.0	0.0
chr3	3000000	3500000	0.06312981216430665	0.06028131869226694	0.2765784248046875	0.10723393214212537	0.03568249216551529	0.04796922289717341	0.1658561536054618	0.04973409181900673	0.506064056968689	0.38512120132446287	0.0727329462855582	0.12360908602659211	0.14910180582651314	0.0	0.10499980192946823	0.0916819453125	0.03370409469604492
chr3	3500000	4000000	0.06066379553222656	0.05728200057649612	0.003577546875	0.10163296085818528	0.03508506517510665	0.04568956168383863	0.002310121861011259	0.029617396888279034	0.0	0.0	0.22013746857951108	0.07538260026564508	0.09230160823598688	0.0	0.08336085432053175	0.12085346875	0.06740816497802735
chr3	4000000	4500000	0.06220112799072266	0.051744955029010775	0.0666105126953125	0.06490407440753555	0.03278499774812397	0.05091819839698148	0.03942180078125	0.05832603125	0.17450487689971925	0.0	0.18607510563923893	0.07011945303528047	0.026822603515625	0.0	0.0	0.07343941547263519	0.0
chr3	4500000	5000000	0.046496227722167965	0.04702899102115631	0.07550425570452365	0.04148976889934852	0.049389197978772614	0.071988455609425	0.03942180078125	0.0859606930661296	0.13960389671325685	0.0	0.0018784086130481724	0.10211447923087154	0.0	0.0	0.05196156640625	0.03415538004372004	0.0
chr3	5000000	5500000	0.045998563354492185	0.04682172731399536	0.03224803531110134	0.088593136818995	0.06395853372834859	0.0942583160473927	0.03391438160680373	0.037982142871370396	0.0	0.07514560012817383	0.06980617927757683	0.12660799928475347	0.0	0.0	0.0714471953125	0.029928093155519774	0.3033367172241211
chr3	5500000	6000000	0.04381194506835937	0.042833492341518405	0.029386984375	0.0186145634765625	0.06966582306068823	0.09891843025299439	0.11720252073694626	0.032550221405807364	0.0	0.0	0.028132250582205	0.0	0.0	0.0	0.0	0.015620732956673157	0.15166834869384765
chr3	6000000	6500000	0.03922871728515625	0.03794658337140083	0.10383405078125	0.06609136478547571	0.0669029162212171	0.09552617706151756	0.0	0.25907995046919263	0.0	0.12211160087585449	0.103289503324045	0.103086140625	0.0	0.0	0.02410888454989332	0.026242634787859497	0.11796427917480469
chr3	6500000	7000000	0.04577136083984375	0.04290096646976471	0.04114178125	0.06709256347518551	0.05761963960988898	0.08634670642751673	0.0	0.06459443115925992	0.0	0.11271840057373046	0.03584229296875	0.0104311432902345	0.05364520703125	0.0	0.08248466554793923	0.08315747014609236	0.2022244888305664
chr3	7000000	7500000	0.033620929321289066	0.03444203267598152	0.066610498046875	0.045527800053372196	0.06811579132883172	0.1134193149744976	0.065703	0.08851142821574008	0.10470290966033935	0.0	0.03381133937400901	0.0539977160847655	0.0	0.0	0.10774798505841744	0.039051841542933646	0.08426020431518555
chr3	7500000	8000000	0.04246362524414062	0.039053410623073576	0.09507050452066017	0.08358444551409158	0.06389624929488333	0.09344842461864059	0.36277214923504	0.0	0.0	0.0	0.25292700437599097	0.0	0.0	0.0	0.04176201064554099	0.12347524439456635	0.1685204086303711
chr3	8000000	8500000	0.04028793370056152	0.04018395320701599	0.06361919469808984	0.06910670234920288	0.05760579965049342	0.09151438737101728	0.05115677263996008	0.0	0.0	0.1690776008605957	0.12357005838479512	0.0	0.07167667457978445	0.0	0.14998749025008204	0.038702243331991466	0.0
chr3	8500000	9000000	0.015678979141235352	0.02028885852277279	0.20684625253756395	0.06730275627825587	0.07618698529373973	0.09173410693579985	0.0	0.3083907195024787	0.19195533866882325	0.3757279998779297	0.3086669480879162	0.0	0.05707178635771555	0.0	0.04207752644812695	0.05895480806246255	0.1011122444152832
chr3	9000000	9500000	0.014599793754577636	0.018378628312587738	0.13653302468630116	0.07284047646335659	0.08076778210770456	0.1070423579553811	0.2890931875	0.20196219065377125	0.0	0.0	0.021765161496038656	0.046370977004196116	0.0	0.0	0.018808682690113144	0.13154779626179597	0.2612066131591797
chr3	9500000	10000000	0.02261357386016846	0.02253787341892719	0.04242447498901055	0.07234129792123828	0.06873186440879421	0.0884615247468144	0.020505896301643282	0.0801983125	0.03490098857879639	0.0	0.0018784035462999667	0.20517164919666517	0.0	0.0	0.007172116138011858	0.059451675420817106	0.06740816497802735
chr3	10000000	10500000	0.05448783343505859	0.05620604905545711	0.19801771458399936	0.20961453883749956	0.0464910005910773	0.06386393356837997	0.39219664989935377	0.22015290669263457	0.04362620906829834	0.13150480041503906	0.15343817262557505	0.2703311237991387	0.160935609375	0.0	0.279293375	0.24309270236083544	0.07583418426513672
chr3	10500000	11000000	0.031154472717285157	0.03623923298275471	0.0783652939453125	0.01815643054302493	0.0625638538593493	0.08823022653198243	0.11292152020525298	0.04960501518236544	0.0	0.10332520065307617	0.10813851237593101	0.0	0.0	0.0	0.0	0.022509737452722438	0.0
chr3	11000000	11500000	0.04284862292480469	0.04103822258520126	0.01774743359375	0.0682517373884086	0.06053045219260768	0.09278107745839315	0.0	0.07241703147131728	0.0	0.0	0.10094147199906899	0.03865730859375	0.03865027384195375	0.0	0.0	0.08403387426041042	0.10953823776245117
chr3	11500000	12000000	0.031086829650878906	0.03662031540107727	0.037108263671875	0.03922511494080037	0.06085894984596654	0.09361422430530225	0.0459921015625	0.08068883571618271	0.0	0.0	0.0	0.011921303003533569	0.057911085533046254	0.0	0.032476	0.07432585620833956	0.11796427841186523
chr3	12000000	12500000	0.039355838012695314	0.038601312645196915	0.070528765625	0.03309923916087229	0.05956739549014443	0.10210966305597144	0.1543386413574408	0.0	0.0	0.03757279968261719	0.014088058072503754	0.021611500564668325	0.07371161606521519	0.0	0.006456818973873707	0.0458409765625	0.04213010406494141
chr3	12500000	13000000	0.037933256591796874	0.03574934694170952	0.026265411371333522	0.06481740367337317	0.048542809859426404	0.07346446256541056	0.15929450402342843	0.0	0.0	0.0	0.11525885982290016	0.047003255025548106	0.07649496010665979	0.0	0.10460114388950435	0.03182572660462852	0.1011122444152832
chr3	13000000	13500000	0.053885443359375	0.048712113315343857	0.044263359624760225	0.08228615425060809	0.04048799034680818	0.07106765259156744	0.0017412491503807845	0.0656167890625	0.03490098857879639	0.06575240097045898	0.1096017051514711	0.03865730859375	0.0	0.0	0.025341193386621944	0.18904438277037147	0.1011122444152832
chr3	13500000	14000000	0.03521598059082031	0.03884567429375649	0.04224410369545237	0.029111565652484756	0.06193201728098017	0.10544374642172204	0.0	0.1765891083569405	0.0	0.0	0.0	0.0	0.0	0.0	0.046982232563238545	0.08434100506946525	0.07583418426513672
chr3	14000000	14500000	0.04554426782226562	0.04178431490182877	0.06550818634361014	0.02249104837261615	0.05875997406969572	0.08805355296380836	0.124835703125	0.00567976664305949	0.0	0.10332518005371094	0.0	0.0	0.0	0.0	0.011474525249261448	0.007340948055534751	0.20222449569702147
chr3	14500000	15000000	0.037857642554855346	0.038354704563617704	0.0	0.011134569456286573	0.0684649053698088	0.0965005624823513	0.0	0.0	0.0	0.0	0.0	0.028992990234375	0.0	0.0	0.0	0.0	0.0
chr3	15000000	15500000	0.046150614134597784	0.04780307065486908	0.0176321953125	0.054026897573300016	0.07208373721152858	0.10847124172458879	0.0	0.0	0.07852718868255615	0.0	0.06047994357240465	0.038657359375	0.026822603515625	0.0	0.090932765625	0.0	0.18537231693267822
chr3	15500000	16000000	0.039497863432312014	0.03621642247104645	0.0	0.008514615000286415	0.04556680602384868	0.07305132086659627	0.0	0.0	0.0	0.0	0.011204642365095344	0.0	0.0	0.0	0.0	0.059014724525117954	0.0
chr3	16000000	16500000	0.02749780045204163	0.030741107492685316	0.019591326171875	0.03058141214021961	0.06724862408286647	0.09739417453554451	0.0	0.07594364848729639	0.0	0.0	0.07345930276941813	0.06002355853853798	0.0	0.0	0.0	0.0034956875842570402	0.06740816497802735
chr3	16500000	17000000	0.06161913253746033	0.05386303088355064	0.11729242331861414	0.07132290578402602	0.03996601716854698	0.06681030304616906	0.2187612632420694	0.1573605312002036	0.0	0.0	0.028093867152456865	0.026955412164587012	0.0590097265625	0.0	0.11874918866296365	0.0458409765625	0.23592857360839845
chr3	17000000	17500000	0.06586089873962403	0.06251576050615311	0.0802893805496723	0.058901983378333425	0.04486213125610351	0.07404801110472162	0.07690220160168058	0.07177158410333304	0.2181310670852661	0.02817959976196289	0.021366888972268003	0.03865730859375	0.007967140248798535	0.0	0.09559227227453634	0.03333888671875	0.13481634750366212
chr3	17500000	18000000	0.04487033086204529	0.05036566099882126	0.035554994959838555	0.032900954790884535	0.05452084158967671	0.09725728138898367	0.0788436015625	0.01571745886541696	0.0	0.0	0.056291415715231996	0.0	0.12614587537620148	0.0	0.05196156640625	0.029171515625	0.0
chr3	18000000	18500000	0.034938533488845826	0.04267983741879463	0.03388647149736253	0.14266274632040282	0.07181890519794665	0.1179977388746882	0.04926426418070789	0.0	0.16577962913513183	0.0	0.2927120546875	0.03448588640128092	0.16630013671875	0.0	0.32078255029080505	0.07132954831205063	0.0
chr3	18500000	19000000	0.03926101396369934	0.045703204681158065	0.0664401359519861	0.0784328219018238	0.06598618692337839	0.09565822424389943	0.1183993414893952	0.09046319909702549	0.0	0.0	0.03584229296875	0.020278654614344083	0.13450510106882851	0.0	0.15986194970919498	0.12036904543794938	0.10111226139068603
chr3	19000000	19500000	0.03483347233963013	0.03829514433574677	0.05640397165221388	0.037919914757329996	0.06461212803569594	0.08873799334349115	0.06886719901739691	0.0918056759029745	0.0	0.0	0.0	0.0	0.09080477002492149	0.0	0.0011992606782373215	0.13677133903394623	0.0
chr3	19500000	20000000	0.03354946371250153	0.03112386250782013	0.035264375	0.04474038616106837	0.06271647332442434	0.09319097855827609	0.045992125	0.0	0.0	0.10332520065307617	0.041139030442378	0.0	0.02145809375	0.0	0.14819024322801266	0.07159671955980378	0.0
chr3	20000000	20500000	0.02787552854709625	0.02985682998073101	0.022828140185421994	0.06591644938013341	0.07312006085365697	0.10301329196571442	0.0	0.09172824354306834	0.0	0.0	0.0466102456523695	0.11180672000356368	0.05493273175051151	0.0	0.05196156640625	0.0	0.10953826446533203
chr3	20500000	21000000	0.04196904256668091	0.03877168758785725	0.05161887836926551	0.07195618087281444	0.05438417807488692	0.08299383319165334	0.07155317117768244	0.09054063926943166	0.0	0.0	0.0461954662805185	0.03960110421518632	0.12209633074948847	0.0	0.1219318697464688	0.0416736171875	0.04213010406494141
chr3	21000000	21500000	0.034435057472229004	0.035788335815310476	0.03007342982736573	0.014428364375958385	0.07547458755653784	0.09261715755379919	0.013860731166067553	0.00606702645018148	0.10470290966033935	0.0	0.039293015437234	0.0161072109375	0.0	0.0	0.0794191615035312	0.0166694140625	0.0
