#'chr'	'start'	'end'	'D1535_D1480C05_H3K27me3_bulk_r1'	'D1535_D1480C06_H3K27me3_bulk_r2'	'GSM7645437_H3K27me3_zygote.mm10'	'L548_Zygote_rH3K27me3'	'L548_Zygote_4_rH3K27me3_pA_Cell1'	'L548_Zygote_5_rH3K27me3_pA_Cell6'	'L548_Zygote_rH3K4me1'	'L548_Zygote_4_rH3K4me1_pA_Cell5'	'L548_Zygote_5_rH3K4me1_pA_Cell10'	'GSM7645420_H3K4me1_zygote.mm10'	'D1888_Zygotes_all_rH3K27me3_RNA_pseudobulk'	'D1888_Zygotes_all_rH3K4me1_RNA_pseudobulk'
chr7	28500000	29000000	0.02373921517944336	0.03166594350385666	0.21866186775534147	0.1906814547629843	0.36325034792724403	0.22054241555883802	0.22543189488882973	0.29034091953283386	0.21589540625	0.5416254703101182	0.1121217189150951	0.08044515764888312
chr7	29000000	29500000	0.045064170349121094	0.037594156024456024	0.3329877441967852	0.27791662917252424	0.18507457568514551	0.42486448399418386	0.24711879855192548	0.28704390025055043	0.30338028597169614	0.5396900343553497	0.03673853071731818	0.03031642615752072
chr7	29500000	30000000	0.026422501892089844	0.02960729036974907	0.2189934682507987	0.11419907766583501	0.15111690625	0.0817607894433161	0.14583618715968275	0.07352268106844748	0.14874317199665932	0.3463585229760147	0.03767656185162654	0.03910941225310259
chr7	30000000	30500000	0.04034124075317383	0.04628221473956108	0.31620754783284244	0.285017712219921	0.42464684494842936	0.522703725740604	0.21029431759982636	0.1640716227004007	0.2757752290417193	0.4990651800745522	0.04042007119725962	0.062435730919431345
chr7	30500000	31000000	0.032577282531738284	0.03590649398422241	0.24718644993323183	0.19754508278209262	0.2982817543080478	0.185272336759396	0.22981004137073865	0.15709359318277213	0.18553713591316814	0.47235592803806215	0.16750996877614008	0.13992015476280775
chr7	31000000	31500000	0.08763384515380859	0.09252486410474778	0.4980845677915336	0.5126074051134957	1.2107859828913456	0.5554494843173006	0.16836885094228418	0.07906647155693661	0.19041296605047872	0.3216336890660728	0.0013521973647563183	0.002146283155640428
chr7	31500000	32000000	0.0858722593383789	0.08391598580408097	0.17021045947577626	0.2219794055682651	1.042631449102177	0.08574766845919499	0.04952882676249803	0.016947949173213378	0.0862199440301452	0.07590444234112995	0.0006716538959272573	0.00026856169940404185
chr7	32000000	32500000	0.0895930230102539	0.0831313189816475	0.06503354096229236	0.12228150118431678	0.0	0.21616858941100445	0.038763337004536325	0.005029830078125	0.07792818919007785	0.02636847867621445	0.0003774888978278051	0.00032618601220299297
chr7	32500000	33000000	0.07786565313720703	0.07278278002691269	0.0033678612408622765	0.013037298132089467	0.0	0.008170967996061054	0.00951414108692516	0.0	0.014580608560375895	0.0035833896798854923	9.174893613159656e-05	8.06484700211887e-05
chr7	33000000	33500000	0.08385733911132813	0.07991870769929886	0.1192600189080284	0.16580516595717687	0.27662435370077904	0.1398689708765438	0.04738511609441584	0.025457366791281914	0.049171757909498626	0.09877457243384384	0.0002644427433158042	0.00037840000257866323
chr7	33500000	34000000	0.08994227307128906	0.08141134106588363	0.46596509121655355	0.3231695234146956	0.28394227972092767	0.16372942440864516	0.1063753282982412	0.08624512074603831	0.120585259765625	0.23565604711448856	0.00026819219536859483	0.0001927019480355084
chr7	34000000	34500000	0.025023533920288086	0.02996321265029907	0.22920364103138102	0.08740667057314024	0.09630192635836128	0.12274030827640324	0.19366421670686357	0.16816275923898408	0.19040678482744106	0.49237453734402536	0.31633693477780706	0.4179313442171764
chr7	34500000	35000000	0.08726894216918946	0.08259339280414581	0.5055851815712048	0.46286959224378743	0.7305522088270773	0.6112167854735968	0.2174523306046303	0.17554817136221806	0.21785509761350486	0.45630664175489477	0.016876239901464495	0.004622494252040405
chr7	35000000	35500000	0.06992992478942871	0.06466081259083747	0.4376038495266948	0.35530100142448107	0.5306547197228534	0.23957068877964466	0.24858361915912047	0.2775274116193614	0.15491228170868848	0.45047949915183466	0.27396440713726106	0.25901730548050605
chr7	35500000	36000000	0.014793232543945312	0.020580974914312364	0.19419983044784594	0.05986878519071852	0.00045224604500135643	0.07219867059535531	0.19761402008488202	0.2182583023522634	0.1687314724573206	0.42757139516560627	0.05560290416992688	0.03608200803900157
chr7	36000000	36500000	0.04568286898803711	0.048076557430267335	0.4334847629511532	0.18250390465237995	0.4007883125	0.2988610796585221	0.16557602950155853	0.12421408488075344	0.22092919523358584	0.4455341841860515	0.002891687154911581	0.00823662547106929
chr7	36500000	37000000	0.10848046267700195	0.09764372827148438	0.6603853925126049	0.5199002763517611	0.6058828405138168	0.5594396152782906	0.22625437032433712	0.23701520997479644	0.25182257338357533	0.4229375436751203	0.0010201580393754068	0.0060859867116590215
chr7	37000000	37500000	0.1325892271118164	0.121695150390625	0.6249331409432408	0.5601873890932764	1.2994367421202813	0.6649201874487116	0.2522032999588167	0.3436773150253025	0.21122367282854584	0.41992631397042623	0.0045817271833576145	0.01148601273001176
chr7	37500000	38000000	0.1472513861694336	0.13930234944343567	0.7069434050456769	0.6813115928599118	1.2852334423106737	0.8756660002949079	0.26718458076492463	0.2567823461867041	0.21588553395938553	0.42719041658615486	0.008916989170387142	0.007999507276982646
chr7	38000000	38500000	0.07803273370361329	0.06915615142178536	0.3477614552828755	0.3679205471167452	0.21286224068022827	0.6083885470070676	0.2054043537949071	0.2754099777558564	0.24695957392611007	0.4096489866632601	0.014237120906485887	0.011878426067005093
chr7	38500000	39000000	0.03857293243408203	0.04071273661494255	0.02088862167602149	0.0534094713489766	0.0	0.03897119921875	0.06397216026475694	0.06967529715923265	0.07367062524414063	0.02764960951288735	0.0004462125569743211	0.00013717446040120986
chr7	39000000	39500000	0.0535583842163086	0.060913487887978554	0.10775314045651957	0.13819089700065865	0.3153743984375	0.077942328125	0.07788976386854385	0.05845506781157442	0.10709558021951283	0.09898438021813369	0.010370828603600382	0.003624572111204974
chr7	39500000	40000000	0.09870896966552735	0.0887769979404211	0.5461744713286866	0.2781039973510311	0.18572543263754987	0.37565845544579846	0.14979704296605276	0.14103606299917046	0.15662153000710227	0.4227583861766908	0.005229763936949558	0.0026681730254980943
chr7	40000000	40500000	0.12117844604492188	0.11189318267774583	0.6637608568914737	0.286901406323683	0.33715915294296467	0.24788024767920153	0.14798516184458108	0.22415863112566523	0.1328248294928451	0.39564868777893814	0.0003407029686990331	0.001468227724188982
chr7	40500000	41000000	0.112364865234375	0.11140514230298997	0.6286412100139778	0.33810049765848255	0.5380112843989807	0.4543524371999631	0.16271972939192647	0.10281915908434522	0.15796621145373002	0.48508548866904655	0.0001474380538551534	0.00010168563326810625
chr7	41000000	41500000	0.12340510827636719	0.0996858610856533	0.3532435212612944	0.16757550789784859	0.1874610089267547	0.20166240655003692	0.15711899200081103	0.1702129003941516	0.17044237813026095	0.28792887680277013	0.21389632972680545	0.25279811469195645
chr7	41500000	42000000	0.052100485473632815	0.04871053162884712	0.26445757480999155	0.10245855750352509	0.09625863677597667	0.0832127305399126	0.08514521280934112	0.07232611192269961	0.08705186552619291	0.2989491231516396	0.0169382797451332	0.016406923423314856
chr7	42000000	42500000	0.07594816619873047	0.06291725846040248	0.3632087212647264	0.15843892689145267	0.22742221938100726	0.28558396959625804	0.07647465843603347	0.04256095029282026	0.06353131578151305	0.25796938223862065	0.0061038434924141315	0.007311524567993459
chr7	42500000	43000000	0.11564280389404297	0.10431995371305942	0.35626499916695786	0.402991023086979	1.0496858394310518	0.3952944887601551	0.1201066458355682	0.08508180493275429	0.1014348677662037	0.21621248659631684	0.005193868484846881	0.008024291820893916
chr7	43000000	43500000	0.06932311102294922	0.06978870779752731	0.35530185149697985	0.2015754335810543	0.22895669881998004	0.13863241912562316	0.16247359389912	0.16043472643492324	0.18010712693997263	0.3260713729835603	0.02403215055030487	0.04125756239462223
chr7	43500000	44000000	0.08202771282958984	0.08696755850458145	0.5304662714968551	0.5009460884967606	0.5052938030155124	0.6218289160153045	0.2582438516760932	0.27194649423256445	0.27854457782249575	0.4574591008572462	0.015467609727850214	0.002716036398686873
chr7	44000000	44500000	0.06315100973510743	0.07373982203125953	0.48620634245831673	0.4896282489503294	0.7098158918676363	0.5870066005995609	0.2385987143731936	0.19751427179409825	0.27753009124776407	0.4586096179400188	0.00989750157739051	0.004282943965383047
chr7	44500000	45000000	0.04552232095336914	0.04398846109247208	0.38006739719573684	0.34432431669144803	0.44800568414633557	0.4289164404913938	0.25232431970361263	0.2004971358713729	0.20159740451717698	0.477297326924766	0.14189203286192847	0.138863122195924
chr7	45000000	45500000	0.019470693313598634	0.026329180279016495	0.22440784173993483	0.1911908839671376	0.10913015912828947	0.5317521282311669	0.26398740488595673	0.4633291239437484	0.2267157071857902	0.5382449972065251	0.1793227721079842	0.10773207906885665
chr7	45500000	46000000	0.03741054948425293	0.047349567316055295	0.32891384231557635	0.26727191345847234	0.1518469004822558	0.16772911743881297	0.25663431291907723	0.2471373744836296	0.17257692895425608	0.4476048438724425	0.03744704533864631	0.06648002656512345
chr7	46000000	46500000	0.1575890715560913	0.13442372805738448	0.7831635333513253	0.9145517193540277	1.6906682149651675	1.0492324021020536	0.3190979675448639	0.25758776032146874	0.34898679244265574	0.4577785182930551	0.0031969909757600455	0.001430033161549143
chr7	46500000	47000000	0.017168871040344237	0.026979017124891282	0.21618878702513478	0.11212205677898412	0.13113954036569356	0.08207743358413343	0.20360983983088024	0.1590454142462551	0.2392305544376052	0.4489869936711381	1.2319682282288504	0.9781446265681732
chr7	47000000	47500000	0.027357463653564455	0.029938872981786727	0.19584314455231003	0.10092785955024851	0.0854138984375	0.036227263663220086	0.13979699778477833	0.1310816230726131	0.1066068993285722	0.3161503325203686	0.16117634419355575	0.7049153558794602
chr7	47500000	48000000	0.064555150390625	0.05955314934635162	0.3015030861332805	0.1278733096986588	0.34165559375	0.08631800268302252	0.13012125469959143	0.15497959869270306	0.12026561668442236	0.30321944668867534	0.00041984822675292607	0.004739469738133063
chr7	48000000	48500000	0.053725220977783206	0.050747163548231125	0.3770754584773737	0.1420829656623589	0.19266293990836467	0.20221452662250738	0.1016411607627676	0.13433418532661637	0.14023298353653724	0.3035585519038875	0.0006392170436582605	0.001145307510215298
chr7	48500000	49000000	0.05696653497314453	0.0564149000916481	0.4470612771050694	0.21658216457039967	0.3592422710291353	0.3377499921875	0.14171785208756035	0.10781397640448298	0.1209863316070865	0.36756761238358665	0.015110975979519181	0.012012240267845895
chr7	49000000	49500000	0.016795461692810057	0.02094963872396946	0.3113183559383112	0.13770873811678086	0.2693823125	0.0	0.20961380534540042	0.18566783154927954	0.302100550228851	0.5438711566485893	0.00895550377259489	0.00563359765055198
chr7	49500000	50000000	0.017927391242980956	0.026497054208397864	0.195380285550931	0.08452536424073319	0.045992099609375	0.0	0.17668344167589903	0.1105761941218659	0.2043814687105429	0.4330153407447629	0.12727138539203267	0.15809619925850388
chr7	50000000	50500000	0.03418820584449768	0.03279559834623337	0.2833466948585388	0.05975847274102371	0.09736481024666209	0.0	0.12065201894448019	0.10570829884458254	0.12063408652771201	0.4011075087507294	0.004205420575592362	0.005176903807354066
chr7	50500000	51000000	0.04034029196853638	0.03582953623056412	0.29395410818471696	0.02667227700193037	0.02747089287833792	0.0	0.11157592743101023	0.0761499746881979	0.0978269852890888	0.4217718962768927	0.0006498183990335855	0.001289567182806227
chr7	51000000	51500000	0.04825478267936706	0.04437427715468407	0.3494319810397115	0.03624428723668528	0.05867892918426866	0.025980798828125	0.09325356965059223	0.0807941519990081	0.07232533154790088	0.3827918462652811	0.0010679098103495894	0.001033793910758902
chr7	51500000	52000000	0.0947308276447296	0.08012984889101982	0.5707274196036342	0.084281250662883	0.1543905979905264	0.077942328125	0.12365322977451364	0.12513694177598755	0.09195485440587516	0.4179777870773688	0.002923629686783572	0.0023095511313219403
chr7	52000000	52500000	0.0655380252571106	0.06049407846355438	0.43588196855343947	0.044818873379622	0.0037503829814549256	0.05196156640625	0.1152195827910298	0.1437956108994868	0.06469519804243608	0.3846412873873826	0.0008501057916781941	0.00590671475281087
chr7	52500000	53000000	0.06098195021629334	0.05241393391370773	0.4109324487351488	0.047179750419281345	0.2482713765345225	0.071447140625	0.09829546929819898	0.13542266432631542	0.07860816566462146	0.3406896331135819	0.008801639057139758	0.01459194331070541
chr7	53000000	53500000	0.06539929669189454	0.059938792079925536	0.4058435875396241	0.018955683040996173	0.10799666605816652	0.0	0.07743708672506158	0.06118745397237709	0.09109664971327862	0.34505720232075016	0.003692617516349696	0.008531872067025322
chr7	53500000	54000000	0.06558425750885011	0.0571516138176918	0.3939975605172349	0.0667896497631522	0.17359882586530354	0.071447140625	0.072304089212302	0.08191842111554075	0.06506825754616477	0.30356532381178697	0.0043001162156081595	0.008735106217667115
chr7	54000000	54500000	0.07053046310119629	0.062297337774276734	0.4627507532884884	0.09494221660147507	0.3389023984514282	0.136399078125	0.09935420524918914	0.0786893708313576	0.09702797594105113	0.3135567791514513	0.0023797406124990493	0.003639301143258377
chr7	54500000	55000000	0.11032459962234498	0.0870266804857254	0.6401599205770766	0.2467694258393628	0.8144371013463104	0.20637839411004433	0.09824977186060434	0.13145184655319347	0.05907766811342593	0.2724887835070912	3.7492053495078795e-05	1.3992485667124043e-05
chr7	55000000	55500000	0.08518715256195068	0.07333161102437973	0.5872865403479434	0.13041896022511576	0.23444476891689597	0.05342945745245569	0.0739382203083231	0.136583767233909	0.06407321860532407	0.2620858482357118	0.0008312484022124869	0.0006240300983144331
chr7	55500000	56000000	0.07971219215507507	0.07579359344911575	0.466720348810653	0.2334847337686368	0.5618118310199428	0.6370108490993763	0.16809785291344226	0.14381621354323404	0.1537411748277041	0.38217663813353747	0.005791453833681639	0.01044533577888973
chr7	56000000	56500000	0.05542348372497559	0.055733579361915586	0.3923998072895867	0.04718973816749177	0.08952435211993015	0.07746052980687368	0.15360947147527365	0.11325074180192363	0.17408737784255313	0.458643968913939	0.05355983440502245	0.0378207804539467
chr7	56500000	57000000	0.04368212857055664	0.04129992420291901	0.3279742018738769	0.05636471224682148	0.006502565169366716	0.032476	0.10125082524540449	0.08711736443135899	0.07581052464094065	0.4307910466649125	0.000849507648602006	0.0011601454454378563
chr7	57000000	57500000	0.0624543064704895	0.061200306140899656	0.503358267949406	0.06543625854881442	0.06577073561188328	0.12393429690256749	0.12288570048954511	0.09911438718952192	0.138879201650292	0.3872126641339558	0.003886963143784492	0.002001443672055884
chr7	57500000	58000000	0.08364149603462219	0.08358190490722656	0.6293633264464357	0.12066081606337041	0.1182653984375	0.005969652316182504	0.11916363669139206	0.08881812282550268	0.11234162994364214	0.43138206061498136	0.01773679353507608	0.03544441304201955
chr7	58000000	58500000	0.1322264441001892	0.11569879771780968	0.6490986419478832	0.20908076172001958	0.40735859375	0.2265931365629616	0.09468670137790719	0.09325116851221965	0.07120617780917904	0.27961325717739943	0.0009836115587970517	0.006760494257171437
chr7	58500000	59000000	0.07448563648986817	0.0732467809727192	0.46480325616513585	0.1641554610726852	0.2614797093848103	0.18260419156203841	0.1234089973997251	0.05985267340718969	0.09801795748993844	0.40505127316079487	0.0070269403317475415	0.0043078557963187126
chr7	59000000	59500000	0.0608888176651001	0.06063705837631225	0.28546978652749355	0.040805047965476425	0.014472892177689713	0.0	0.06084581288939534	0.028672314385779062	0.04788436772839068	0.24553283035241105	0.014780600840307405	0.03448876323852985
chr7	59500000	60000000	0.08961164494991303	0.08274626126766205	0.1743515185539075	0.03258447424202624	0.0	0.0	0.026633880211928876	0.0	0.05282585210667877	0.1157517688034802	0.0009427763130401001	0.0031024651457259786
chr7	60000000	60500000	0.0904276706560135	0.09035398568725586	0.3894128340436552	0.13356129720478865	0.33858921854501345	0.084437515625	0.07077843428548176	0.03923268017578125	0.08946310091474641	0.27061519397856554	0.0016675454306190863	0.005403098100846936
chr7	60500000	61000000	0.1339082403892517	0.13189452192783355	0.5081620998121755	0.16803891244904476	0.38414380879873655	0.10217700549875369	0.07180195329652651	0.008257279025666073	0.06344137423387522	0.20137167332030506	0.00018050400520946646	0.0001916316776032191
chr7	61000000	61500000	0.0986771408744812	0.0951683460354805	0.45816439608501397	0.12212285236132275	0.22662620094735875	0.0867113617599089	0.06546552096020092	0.029696959287756536	0.06505308200247922	0.23178760009626062	0.0006481513973992379	0.0005508601805798768
chr7	61500000	62000000	0.08036883619384765	0.0763910056347847	0.425322296107478	0.17892267468031758	0.25957596311514125	0.0834365742328543	0.08347798801441386	0.0625508286428553	0.06665982989070392	0.3163742278948528	0.0008299967787608992	0.0007094286875967369
chr7	62000000	62500000	0.0975149873008728	0.08524250889635086	0.5464699376622404	0.1635527981198489	0.3241147680799938	0.026454107336608097	0.09338793074236013	0.08761848294727849	0.09269391229761811	0.28289712204053924	0.0013792811476196177	9.372859098418624e-05
chr7	62500000	63000000	0.096950029120636	0.07964343056344986	0.46167281320512177	0.16646446560007813	0.3785900484979362	0.0584567578125	0.09544902037545407	0.10866825988169387	0.10293427194470749	0.23865782293124313	0.002468435442436914	0.0037902625673558823
chr7	63000000	63500000	0.1322036698507309	0.11051004589819909	0.6376560579229482	0.1985914259817462	0.9654037417169696	0.0974279453125	0.13935246801703868	0.1554696421160768	0.18188181894465488	0.40204292457971336	0.0011690470311358327	0.0003534834925897362
chr7	63500000	64000000	0.0497602887418747	0.04421700552868843	0.3808949071516823	0.12656390837478038	0.23081457329252578	0.17957354277193088	0.17937263908070264	0.1949661088619706	0.15524798698245476	0.4391268858035948	0.007645954297667644	0.007651748063066209
chr7	64000000	64500000	0.05525510001029968	0.04821386831903458	0.38813613400746305	0.10655322626168387	0.15567094002402915	0.18415736347806907	0.1742984578586925	0.10890434958747287	0.12838460380497685	0.4050304026388773	0.06722508171120628	0.05280664853834644
chr7	64500000	65000000	0.027651665881347657	0.029343323086977006	0.26110849677703174	0.11138902209170834	0.18587821745104546	0.27426502818167364	0.18875516439410892	0.20903625612294294	0.15295506710990112	0.46586026385014234	0.0953226756884231	0.10372971616609573
chr7	65000000	65500000	0.051896728251838685	0.04684099251508713	0.37555877295233875	0.17006520842809994	0.24967140234375	0.2843217374433264	0.16377485926429672	0.12730091588063924	0.15313895683725273	0.3741338053309743	0.015269012232678835	0.027858856096523155
chr7	65500000	66000000	0.07317498831005097	0.05505782154154778	0.4098275098389452	0.3390310506918891	0.24740151693364373	0.14343482824713044	0.18898854002746426	0.15379116220719213	0.17755390007825653	0.3921753504858249	0.22510421320192933	0.128044936695073
chr7	66000000	66500000	0.10272520503692627	0.08572341047620774	0.6031197208372853	0.3819254539498609	0.8498702471610728	0.2657625643309946	0.24708157601535682	0.17507671443545172	0.18359161635890148	0.48130866042048753	0.35289694028917684	0.3398966263334275
chr7	66500000	67000000	0.06673340708827973	0.06203318729352951	0.44341530613206376	0.1388563689422847	0.23336801728487616	0.0	0.18738640315631905	0.09767155052448781	0.19402078719157725	0.46781405728484365	0.006761611957057577	0.004351977252221384
chr7	67000000	67500000	0.030204993448257448	0.03399700221538544	0.24432097557189747	0.06769733876289116	0.016271691276657334	0.06495194921875	0.15841957844890248	0.10316729736451866	0.15969929959424978	0.43529576094390127	0.03387383136818839	0.01623572048067316
chr7	67500000	68000000	0.03818019406538009	0.03768535814476013	0.2909958967386556	0.17904201218827515	0.11871458821112461	0.06707015805791482	0.18844788022706002	0.14882415938089005	0.22307402081689287	0.4339953124665051	0.03474535074794488	0.04459731101959335
chr7	68000000	68500000	0.050708906733226776	0.05157203010845184	0.4012073458528854	0.15586645601322285	0.26919641146640766	0.07003150464993127	0.19888211705271405	0.1965337910656163	0.2124745543586911	0.44932914531800805	0.013591756922118213	0.011068487438182804
chr7	68500000	69000000	0.1274819338592529	0.12412627006816863	0.7730025467104196	0.3455627219469918	0.4465171057912178	0.20714380213590391	0.19343731453616214	0.16326316517146516	0.21212654353101323	0.3714889897641438	0.004032793660204705	0.0025543451842501316
chr7	69000000	69500000	0.1143068712890625	0.11005009582901001	0.5802620161269313	0.18510848700111665	0.23762373204112083	0.17823038592057483	0.11653166156757239	0.1645964180848189	0.07727289708609533	0.292781001135105	0.004265024106193761	0.00901533449440708
chr7	69500000	70000000	0.09136891224365234	0.09877176190185546	0.5681223206272308	0.15486444820763365	0.051469471083879156	0.4363026988167774	0.12895956177227907	0.09500094700131462	0.18628499409787985	0.35964473463272467	0.0005454651953050347	0.0002045348400474461
chr7	70000000	70500000	0.13070044483184814	0.1356450417470932	0.7161789166053065	0.477296381454887	0.5194096949219053	0.9323146620891802	0.18800152067982068	0.20072012873486897	0.24786785106271042	0.3963401023129719	0.006726157128528616	0.009504037343306864
chr7	70500000	71000000	0.13146508182983396	0.12283836360168457	0.7046282972123508	0.39613992915905966	0.46863541091836386	0.44717707348596747	0.16369694879743787	0.12608229238945737	0.09436114218026621	0.351640635732139	0.013891566454808123	0.0015356461207179006
chr7	71000000	71500000	0.03966023533134461	0.0440237283103466	0.37357484201820057	0.03867248152961911	0.004070214472230834	0.0	0.11973254551912559	0.1610347539576643	0.1218874082508023	0.4150152974096159	0.0032017086236330334	0.005966234698665928
chr7	71500000	72000000	0.10460939769477845	0.10133425704026222	0.6407997098339921	0.20510474749260008	0.46700364300490277	0.2009194310722858	0.14318230238496413	0.12162989074824586	0.1603383593602036	0.4104516969245352	0.00014657895613400662	0.00021091346217554726
chr7	72000000	72500000	0.05226465947799682	0.05264702112340927	0.44445932357095835	0.06704080956901898	0.13043275788562297	0.03290773299021418	0.14275923382668543	0.10572606952538467	0.14244813089883204	0.45828277172684095	0.042763714366974646	0.03408690227364579
chr7	72500000	73000000	0.06621214736862183	0.06170912376451492	0.45616701000625565	0.19068114323058794	0.37035188603929686	0.11600844387257919	0.1275895807834972	0.12079078905111584	0.10706226095920139	0.40178287472720264	0.009828338775288008	0.021892197404073888
chr7	73000000	73500000	0.09966913671388626	0.09126408609175682	0.5500524202823334	0.2811562304806312	0.4316963817860534	0.3211044039317659	0.21170998998376092	0.14996299392865697	0.254241854363952	0.3903026818218696	0.008231181558836313	0.0015964738439464754
chr7	73500000	74000000	0.0950662721438408	0.10015812414574624	0.5661616239987699	0.3870810612260228	0.5514874840861416	0.34825148620214796	0.20986561240880178	0.27792622386853877	0.15411880077138576	0.4098959088477158	0.005446225286755405	0.008844179025708719
chr7	74000000	74500000	0.07523525807723999	0.07666841325712204	0.560849744130095	0.22272997085180837	0.4668981225886074	0.33073162796831407	0.1931603414534752	0.20030191629725907	0.2476449701244213	0.48819481338500975	0.03237295976019883	0.0473773927939511
chr7	74500000	75000000	0.14965393718490602	0.13122710166978835	0.763351717161916	0.41626100012880146	0.5205525436472948	0.7656688433166132	0.15868241432428842	0.1657402449003936	0.16552117127656776	0.35326850384744785	0.005943779460328035	0.003029215036049023
chr7	75000000	75500000	0.12634305159435272	0.1222781776592508	0.6799801789851082	0.5752989610795002	1.0243208343330337	0.7293039759585794	0.14734812207177672	0.08834439410026075	0.15636604227167508	0.39523713647460945	0.00034511764272461174	0.00035164148318155334
chr7	75500000	76000000	0.04578408354206085	0.046176587391667065	0.32424044672469365	0.1566215507933229	0.1317339807848592	0.11825135124579436	0.18646779232587718	0.13757206962685217	0.20908083087384258	0.4150427636205161	0.017774690476638863	0.03751649499637957
chr7	76000000	76500000	0.11214966795005797	0.10155743946306407	0.6666868823897389	0.29028657532202995	0.5131138870048834	0.31692674250420566	0.16476232601967242	0.14847533872736038	0.15719967910222013	0.3768256431566564	7.660659757366434e-05	7.33909399639833e-05
chr7	76500000	77000000	0.0450126834274292	0.045067075085416436	0.39003669813922726	0.04690787259349494	0.156528571614331	0.0	0.09441978736361109	0.03424770461842788	0.10330634482191708	0.3480204212123592	3.39127027024744e-05	0.00019406420503109118
chr7	77000000	77500000	0.09353940198249816	0.08248120235854388	0.5786266146302634	0.21612349073178277	0.6112467201794556	0.3338058755205769	0.09340418876975473	0.04073646492084053	0.10262576888020833	0.28983536760786105	0.00025170572028150324	0.0004873182312281236
chr7	77500000	78000000	0.12338876172790528	0.0995402185755074	0.6850182121741932	0.25038039930904754	0.5367193105221979	0.14120357260380764	0.10187272636702567	0.09898814828777362	0.05959105045983928	0.29124633467567257	0.00016369558491276912	2.270918160118524e-05
chr7	78000000	78500000	0.17572927052764895	0.14832059300225972	0.9269742463258005	0.6325753030613012	0.42561749806943255	0.8531197445993354	0.1564424911079792	0.1267189169597674	0.12503867880300398	0.34491510503331624	0.0007229908509254455	0.0012632264871835282
chr7	78500000	79000000	0.09404311530456543	0.09974245334294439	0.5957285708982816	0.49841474786348205	0.5373894313933997	0.6424913949800232	0.23869884775712755	0.3005643886528189	0.23378862975786513	0.4692317736916891	0.008620983084677184	0.005657411403169574
chr7	79000000	79500000	0.07157287956695556	0.08418427042970061	0.507652316837201	0.3863827808384199	0.299038546168296	0.45612946984757097	0.23834043945982963	0.2467249046671075	0.20386729763783668	0.4372525571527248	0.014377345821541841	0.019127165648160152
chr7	79500000	80000000	0.049677340085411074	0.052666149136170744	0.33291891526896805	0.3342125835551407	0.5926312830337159	0.4425815841513827	0.2139242354016545	0.11094474472492911	0.2144696245988531	0.5178143401749774	0.09624232649487796	0.11081699799633767
chr7	80000000	80500000	0.015456161906433107	0.01833823057769984	0.15535729540908375	0.12374472474057184	0.20958142254597514	0.1310669768150952	0.24342719344614974	0.402605461617827	0.22020603376867634	0.4715131676367783	0.33079726652326735	0.29759604161388187
chr7	80500000	81000000	0.012446410425758362	0.013653555058587343	0.13248234574622011	0.04932197864896574	0.065703	0.0445048273197727	0.2222877504579178	0.22291273613508933	0.19437560271004317	0.4038618480829379	0.08799360665968597	0.10196116884406038
chr7	81000000	81500000	0.01658944307498932	0.020450331523966043	0.16221987159480378	0.061384301295317883	0.0	0.11826626152834196	0.21570935943287553	0.23412600471007033	0.2374251021477799	0.4610696552538988	0.1350929546732668	0.15183826101022174
chr7	81500000	82000000	0.02471196903400421	0.03236261843327433	0.20078015045731515	0.09982983205061692	0.20720205560403507	0.18375016846496492	0.20811886508433022	0.2155648309710387	0.18228904692760942	0.47531735964184274	0.11625937152653053	0.08308616114720632
chr7	82000000	82500000	0.13302579525642394	0.12713524526129663	0.7171270173979446	0.4736667229691031	0.3085433544668291	0.5682086703555821	0.24699908559456257	0.3481991479922805	0.17572376186506997	0.3688595668606642	0.0043959693773329015	0.00937747694393846
chr7	82500000	83000000	0.060830833154296875	0.0635240693692267	0.41113573866423103	0.15553415902331483	0.09529252352288582	0.30840616573065405	0.17684876128133137	0.1323559588118803	0.1661448593043061	0.4409791130318991	0.011023087829008576	0.01662245500629247
chr7	83000000	83500000	0.0629751775718689	0.0639103603413403	0.5023092866788139	0.1541403875564743	0.03435644043097434	0.19340184963053145	0.1373956046623076	0.10994205119404936	0.12100978576619055	0.3663122440803342	0.01526474988776201	0.0093220091299474
chr7	83500000	84000000	0.13506451445541381	0.12599856456583738	0.7414525880099654	0.5900510921490009	0.6726228097979324	0.38994958002074614	0.21181706351636637	0.2464530801682083	0.21055678744640413	0.4581187074890137	0.02348840174328829	0.011700840969045105
chr7	84000000	84500000	0.15642426189575195	0.14042336087828874	0.7694800049007524	0.5224961163836949	1.3633847093611928	0.7910216477540826	0.22788132274142178	0.15594773855799632	0.2838214291942866	0.45410793038735736	0.011728074739194674	0.015913340138649062
chr7	84500000	85000000	0.04891309474792481	0.052302050715506074	0.3552660894802691	0.11120367399848688	0.2161002747849004	0.1633307009119071	0.13292526574454644	0.09906370049569332	0.12683954765756522	0.3891834169054729	0.02975937929208137	0.05533070844545661
chr7	85000000	85500000	0.052404925004577635	0.05370209157252312	0.3057723031813161	0.06983818868395747	0.006967033873343151	0.0	0.06741824026213752	0.046753467850342414	0.10063519212962962	0.2439717774954075	0.025042454759597658	0.0008992702412465931
